"Austronesian","Oceanic","Eastern Malayo-Polynesian",,tin,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,1,,,,,,7,3,5,,1,4,,,,3,,,6,,,,2,1,1,9,2,4,,,,2,,,,,,,,1,,,,,5,5,2,,,,3,,,,,,,7,4,3,2,6,2,2,1,2,1,1,,1,,,,,1,4,2,1,4,4,3,,,2,4,2,2,1,1,,1,,,,,,,4,,,,1,2,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,16,3,,13,13,,,4,1,7,4,,,,,,,,,17,,1,6,4,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,tah,,,,,,,,,,,,,,,1,5,2,5,,,,,,,,,,,1,,,,,,,7,,,,,2,,,,,,,,,,,,,,9,2,6,,,,,,,,,,,2,,1,1,2,3,5,4,4,,,,,,,,,,,3,,2,2,,2,3,2,1,3,1,,1,,,,,2,3,2,1,4,4,4,,,,,,,,,,,,,,,,2,2,,,4,1,2,3,1,2,,,,,,,,,1,1,3,,,,,,,,,,2,,,,,1,,,,1,4,4,9,3,,,,,,,,,,,,,,,,,,1,,1,6,4,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,rap,1,2,2,1,1,1,1,1,1,2,,1,1,1,6,8,1,4,1,1,2,1,1,5,3,2,5,2,1,2,1,1,1,1,1,7,4,5,3,1,2,5,,1,3,1,3,6,1,,1,2,1,1,9,2,6,,1,,,2,1,2,4,,,,,2,1,2,3,5,5,1,1,2,2,3,2,1,1,4,5,1,3,,2,2,,2,2,2,2,1,1,,1,,,,,,1,,1,4,4,4,1,1,1,5,1,1,1,1,4,2,3,4,8,5,,2,4,3,3,,1,,,,,1,4,,1,3,1,3,,2,2,,1,,,,,1,1,1,1,,,,,,15,,11,,1,4,4,19,3,,,,,,,,,,,,,,,,,,23,9,3,6,4,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,pms,2,2,3,1,1,1,1,2,1,2,,1,2,1,5,8,1,,1,1,,,,,,,,,5,1,1,3,,,,7,,5,,1,4,5,,5,,,2,6,,2,,3,1,1,9,,,,,,2,1,3,3,,,7,,2,,,,,1,1,4,4,2,,2,,1,1,,,,2,,1,2,,2,2,2,,2,1,,1,,,,,,6,2,1,4,4,4,1,1,2,2,5,4,2,1,,2,3,4,8,5,1,1,1,3,3,1,6,,3,1,1,,4,3,2,,1,,1,,,,,,,,,,,,,,,,,2,3,,,,2,4,4,20,,,5,,,,4,2,7,4,,,,,,,,,,,,,,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,mao,1,2,1,1,1,1,1,1,1,2,,1,1,1,1,5,2,,1,1,7,1,1,,2,2,2,2,1,1,1,1,1,1,1,7,6,5,3,1,1,5,,1,3,1,3,6,1,4,2,2,1,1,9,2,4,3,,1,4,2,1,1,4,,6,2,2,2,1,2,3,5,5,4,1,2,2,3,3,1,1,4,5,1,3,,2,2,1,2,2,2,6,2,1,,1,,,,,2,6,2,1,4,4,4,2,2,1,5,1,1,1,1,,1,3,4,8,5,2,2,4,2,1,1,6,2,3,1,2,3,4,4,1,3,2,1,,1,2,,1,,,,,,,,,2,,,,,1,,,,1,4,4,1,1,1,8,,,,1,8,7,4,,,,,,,,,,,,,,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,kwa,2,2,3,1,1,1,1,2,,,,1,1,1,6,8,1,,1,1,,,,,,,,,,,,,,,,7,4,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,5,4,2,2,,,,,,,,,2,,1,2,1,2,,2,2,1,,,,,,,,,,,,4,,4,,,,4,,,,1,,,,,,,,2,2,,,,,,1,1,2,,,,2,,,,,1,2,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,kos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,1,4,,,,3,1,1,6,2,,,3,1,1,9,,,,3,,2,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,1,2,1,2,2,2,2,2,1,,1,,,,,1,1,2,1,4,4,4,,,2,,5,2,2,,,1,,,,,,2,2,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,2,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,iaa,5,3,3,4,2,1,1,3,,,,2,2,1,2,8,1,1,1,5,,,,,,,,,1,1,,,1,1,1,7,,,,1,1,,,,,,,,,,,,1,1,9,,,,1,,2,,,,,,,,,,,,,5,5,1,4,2,,,,,,,,,2,,2,2,1,2,2,1,2,1,1,,1,,,,,2,1,1,1,4,4,3,,,,4,,,,,,,,,,,,2,4,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,4,4,2,3,,2,,,,4,1,7,4,,,,,,,,,,,,,,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,fij,3,2,3,1,1,1,1,2,1,2,,1,1,1,1,3,2,1,1,5,2,5,1,4,1,1,1,2,1,2,2,1,1,1,1,,,5,,5,5,5,,1,3,1,1,6,2,,2,4,1,1,9,2,6,3,1,,2,2,3,1,4,,,2,2,2,1,2,2,5,5,2,3,2,2,3,3,1,1,4,5,1,7,2,2,2,6,2,2,2,2,1,1,,1,,,,,3,6,2,1,4,4,4,1,,2,4,5,2,2,1,2,1,3,4,7,2,2,2,,2,1,,6,1,1,1,1,,4,,5,1,1,1,1,2,2,,1,,,,,1,1,1,2,,,,,,1,,,,1,4,4,16,3,,,,,,,,,,,,,,,,,,5,,1,6,4,
"Austronesian","Oceanic","Eastern Malayo-Polynesian",,dre,4,3,3,4,2,1,1,2,1,2,,1,2,1,2,8,1,1,1,5,,,,,,,,,1,1,1,1,,,,7,,5,,1,,5,,1,2,1,,2,,,2,2,1,1,9,2,6,,1,,2,2,1,2,,,,,2,,,,,5,5,4,4,2,2,3,3,1,1,,,,7,4,3,2,,2,2,2,2,1,1,,1,,,,,2,1,2,1,4,4,4,6,6,1,1,1,1,1,4,,1,,,,,,2,4,1,7,,1,,,,,,,,1,1,1,1,1,2,2,,3,,,,,,,,,,,,,,1,,,,1,4,4,16,3,,13,12,,,1,8,7,4,,,,,,,,,16,,1,6,4,
