guah, mcg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
sepr, yim, 1, 1, 4, 1, 1, 1, 1, 2, 1, 2, , 1, 2, 1, 2, 8, 1, 1, 3, 1, , , , , 1, 2, 5, 2, 4, 1, 1, 2, 5, 2, 3, 2, 6, 4, , 5, 5, 3, , 3, 3, 1, 2, 6, 1, , 1, 3, 9, 4, 1, , 6, 1, 1, 1, , 2, 1, 1, 6, 2, 2, , 3, , , , , 2, 1, 4, 1, 2, 1, 2, 1, 1, 1, 1, 5, 1, , , 1, 1, 6, 1, 1, 3, 2, , , , , , , , , , , , , 1, , 5, 1, 1, 6, 2, 5, 2, 4, 1, , 2, 3, 4, 3, 4, 3, 4, 1, 2, 5, , , 4, 3, 1, 1, , 4, , 1, 3, 2, 1, , , , , 3, , , , , 3, 2, 1, 2, , , , , , 3, , , , 2, 4, 4, 20, , , , , , , , , , , 20, , , , , , , , , , , , , 
kita, twn, 4, 2, 3, 2, 2, 1, 2, 4, 3, , , 1, , 2, , , , , 1, 1, , , , , , , , , 4, , , , , , , 2, , , , , , , , , 3, , , , , , , , , , 1, , , , , , 1, , , , , , , , , , , , , 2, , , , , , , , 2, 2, , , , 7, 1, 1, 3, 6, , , , , , , , , , , , , , , , , 5, 5, 5, , , , , , , , , , , , , , , , , 1, , , , , , , , , , , , , , , , , 2, 2, , , , , , , , , , , , , , , , 3, , , , 2, 4, 4, 20, , , 13, 20, , , 4, 2, 7, 4, 15, 14, , , 4, 4, 2, 11, , , , , , 
geba, skr, , , , , , , , , , , , , , , 1, 5, 5, 5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, , , , , , , , , , , , , , , 1, 1, , , , , , , 1, , 1, , , , , , , , , , 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wita, hmi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, , 4, 3, , , , 2, , 5, , 5, 5, , , , , , , , , , , 3, 6, 2, 1, , , , , , , , , , , , , , , , , , , 2, 1, , , , 1, , , , , , , , 1, , 1, 1, 3, , , 1, 1, 1, , , , , , , , 1, 6, 1, 2, , , 1, , , , 2, , , , , , , , , , , , 2, 1, , , , 6, , , , , , , , , , , , , 2, 2, , , , , , , , , , , , , , , , 4, , , , 4, 2, 4, 20, , , , , , , , , , , 6, , , , 4, 4, 8, 2, , , , , , 
wita, htt, , , , , , , , , 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, , , , , , 1, 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
choc, epe, 2, 3, 2, 2, 2, 1, 1, 1, 3, 1, , 1, 2, 1, 1, 3, 2, , 4, 1, 1, 1, 1, 3, 2, 4, 5, 2, 2, 1, 4, 1, 1, 1, 1, 8, 3, 4, , 1, 4, 3, , 1, 2, 3, 1, 6, , , , 2, 8, 2, 6, , , , 1, 1, 4, 1, 1, 1, 6, 7, , , , , , , , 2, 1, 2, 4, 2, , 2, , 2, 4, , , , 1, , 1, 1, 5, 1, 1, 2, 1, 2, 3, , , 1, , , , , 6, 1, 5, 1, 5, 2, 4, 4, 1, 5, 1, 1, 1, 1, , 2, 3, 4, 5, 4, 1, 2, 1, 2, 5, 1, 2, , 1, 1, 2, , 2, 2, 1, 3, 1, 1, 1, , , , , , , , , , , , , , , , , , 4, , , , 4, 2, 4, 20, , , , , , , , , , , 6, , , , 4, 4, 8, 2, , , , , , 
maku, daw, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 8, , , , , , , , , , , , , , , , , , , 6, , , , , , , , , , , , , , , , , , , 2, , , , , , , , , , , , , 1, , 1, 1, , 1, 1, 2, 1, 1, , , , , , , , , , 1, , 1, , 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
kwba, bio, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, , , , , , , , , , , , , , , , , , , , , , , , , , 1, , , , , , 4, , , , , , , , , , , , , 2, , , , , , , , , , , , , , , 1, 1, , , 1, 3, , 3, 1, , 1, , , , , , , , , , 2, 5, , , , 2, , , , , , , , , , , , , 1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 4, , , , 4, 2, 4, 20, , , , , , , , , , , 21, , , , , , , , , , , , , 
mizo, mco, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 7, , , , , , , , , , , , , , , , , , , , , , , , , 1, , , , , , , , , , , , , 2, , , , , , , , , , , , , , , , , , 2, 1, 1, 1, 1, 1, , 1, , , , , 1, 5, , 1, , 5, , , , , , , , , , , , , , , , , , 2, , , , 1, , , , , , , , , , , , , 2, 2, , , , , , , 1, , 2, , , , , , , 1, , , , 1, 4, 4, , , , , , , , , , , , , , , , , , , , , , , , , 
mura, prh, 2, 1, 2, 2, 1, 1, 1, 1, 3, 2, , 1, 1, 2, 1, 4, 7, , 4, 1, 1, 5, 1, 5, 4, 4, 4, 1, 2, 3, 1, 1, 4, 2, 2, 9, 1, 2, , 5, 5, 1, , 1, 2, 1, 3, 2, 1, 4, 2, 2, 9, 2, 1, 2, , , 1, , , 2, 1, 1, , , 1, , 1, 1, 4, 2, 4, 2, 5, , 1, 2, , 2, , 3, 2, 4, 5, 1, 1, , 1, 1, 3, 1, 1, 2, 2, 2, , , , , , , , , 2, 2, , 1, , 2, 1, 1, 2, , 5, 2, 2, 2, 1, 2, 3, 4, 8, 5, 2, 2, 1, 1, 7, , 3, 5, , , , 3, 2, 5, 4, 2, 1, 1, 1, , , , 6, 3, 1, 2, 2, 1, 1, 1, 1, , , , , 3, 4, , , , 4, 2, 4, 20, , , , , , , , , , , 6, , , , 4, 4, 8, 2, , , , , , 
cadd, akr, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 2, 2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
